893,Organisation for the Prohibition of Chemical Weapons ,1997-00-00,2013,peace,org,Austrian Empire
894,Eugene F. Fama,1939-02-14,2013,economics,male,USA
895,Lars Peter Hansen,1952-10-26,2013,economics,male,USA
896,Robert J. Shiller,1946-03-29,2013,economics,male,USA
903,John O'Keefe,1939-11-18,2014,medicine,male,USA
904,May-Britt Moser,1963-01-04,2014,medicine,female,Norway
905,Edvard I. Moser,1962-04-27,2014,medicine,male,Norway
906,Isamu Akasaki,1929-01-30,2014,physics,male,Japan
907,Hiroshi Amano,1960-09-11,2014,physics,male,Japan
908,Shuji Nakamura,1954-05-22,2014,physics,male,Japan
909,Eric Betzig,1960-01-13,2014,chemistry,male,USA
910,Stefan W. Hell,1962-12-23,2014,chemistry,male,Romania
911,William E. Moerner,1953-06-24,2014,chemistry,male,USA
912,Patrick Modiano,1945-07-30,2014,literature,male,France
913,Kailash Satyarthi,1954-01-11,2014,peace,male,India
914,Malala Yousafzai,1997-07-12,2014,peace,female,Pakistan
915,Jean Tirole,1953-08-09,2014,economics,male,France
916,William C. Campbell,1930-06-28,2015,medicine,male,Ireland
918,Youyou Tu,1930-12-30,2015,medicine,female,Tibet
919,Takaaki Kajita,1959-03-09,2015,physics,male,Japan
920,Arthur B. McDonald,1943-08-29,2015,physics,male,Canada
921,Tomas Lindahl,1938-01-28,2015,chemistry,male,Sweden
922,Paul Modrich,1946-06-13,2015,chemistry,male,USA
923,Aziz Sancar,1946-09-08,2015,chemistry,male,Turkey
924,Svetlana Alexievich,1948-05-31,2015,literature,female,Ukraine
925,National Dialogue Quartet ,,2015,peace,org,Austrian Empire
926,Angus Deaton,1945-10-19,2015,economics,male,United Kingdom
927,Yoshinori Ohsumi,1945-02-09,2016,medicine,male,Japan
928,David J. Thouless,1934-09-21,2016,physics,male,United Kingdom
929,F. Duncan M. Haldane,1951-09-14,2016,physics,male,United Kingdom
930,J. Michael Kosterlitz,1943-06-22,2016,physics,male,United Kingdom
931,Jean-Pierre Sauvage,1944-10-21,2016,chemistry,male,France
932,Sir J. Fraser Stoddart,1942-05-24,2016,chemistry,male,United Kingdom
933,Bernard L. Feringa,1951-05-18,2016,chemistry,male,the Netherlands
934,Juan Manuel Santos,1951-08-10,2016,peace,male,Colombia
935,Oliver Hart,1948-10-09,2016,economics,male,United Kingdom
936,Bengt Holmström,1949-04-18,2016,economics,male,Finland
937,Bob Dylan,1941-05-24,2016,literature,male,USA
938,Jeffrey C. Hall,1945-05-03,2017,medicine,male,USA
939,Michael Rosbash,1944-03-07,2017,medicine,male,USA
940,Michael W. Young,1949-03-28,2017,medicine,male,USA
941,Rainer Weiss,1932-09-29,2017,physics,male,Württemberg
942,Barry C. Barish,1936-01-27,2017,physics,male,USA
943,Kip S. Thorne,1940-06-01,2017,physics,male,USA
944,Jacques Dubochet,1942-06-08,2017,chemistry,male,Switzerland
945,Joachim Frank,1940-09-12,2017,chemistry,male,Württemberg
946,Richard Henderson,1945-07-19,2017,chemistry,male,United Kingdom
947,Kazuo Ishiguro,1954-11-08,2017,literature,male,Japan
948,International Campaign to Abolish Nuclear Weapons ,2007-00-00,2017,peace,org,Austrian Empire
949,Richard H. Thaler,1945-09-12,2017,economics,male,USA
958,James P. Allison,1948-08-07,2018,medicine,male,USA
959,Tasuku Honjo,1942-01-27,2018,medicine,male,Japan
960,Arthur Ashkin,1922-09-02,2018,physics,male,USA
961,Gérard Mourou,1944-06-22,2018,physics,male,France
962,Donna Strickland,1959-05-27,2018,physics,female,Canada
963,Frances H. Arnold,1956-07-25,2018,chemistry,female,USA
964,George P. Smith,1941-03-10,2018,chemistry,male,USA
965,Sir Gregory P. Winter,1951-04-14,2018,chemistry,male,United Kingdom
966,Denis Mukwege,1955-03-01,2018,peace,male,Democratic Republic of the Congo
967,Nadia Murad,1993-00-00,2018,peace,female,Iraq
968,William D. Nordhaus,1941-05-31,2018,economics,male,USA
969,Paul M. Romer,1955-00-00,2018,economics,male,USA
970,William Kaelin,1957-11-23,2019,medicine,male,USA
971,Peter Ratcliffe,1954-05-14,2019,medicine,male,United Kingdom
972,Gregg Semenza,1956-07-12,2019,medicine,male,USA
973,James Peebles,1935-04-25,2019,physics,male,Canada
974,Michel Mayor,1942-01-12,2019,physics,male,Switzerland
975,Didier Queloz,1966-02-23,2019,physics,male,Switzerland
976,John Goodenough,1922-07-25,2019,chemistry,male,Württemberg
977,M. Stanley Whittingham,1941-12-22,2019,chemistry,male,United Kingdom
978,Akira Yoshino,1948-01-30,2019,chemistry,male,Japan
979,Olga Tokarczuk,1962-01-29,2018,literature,female,Prussia
980,Peter Handke,1942-12-06,2019,literature,male,Austria
981,Abiy Ahmed Ali,1976-08-15,2019,peace,male,Ethiopia
982,Abhijit Banerjee,1961-02-21,2019,economics,male,India
983,Esther Duflo,1972-10-25,2019,economics,female,France
984,Michael Kremer,1964-11-12,2019,economics,male,USA
985,Harvey Alter,1935-09-12,2020,medicine,male,USA
986,Michael Houghton,1949-00-00,2020,medicine,male,United Kingdom
987,Charles Rice,1952-08-25,2020,medicine,male,USA
988,Roger Penrose,1931-08-08,2020,physics,male,United Kingdom
989,Reinhard Genzel,1952-03-24,2020,physics,male,Württemberg
990,Andrea Ghez,1965-06-16,2020,physics,female,USA
991,Emmanuelle Charpentier,1968-12-11,2020,chemistry,female,France
992,Jennifer A. Doudna,1964-02-19,2020,chemistry,female,USA
993,Louise Glück,1943-04-22,2020,literature,female,USA
994,World Food Programme ,1961-00-00,2020,peace,org,Austrian Empire
995,Paul Milgrom,1948-04-20,2020,economics,male,USA
996,Robert Wilson,1937-05-16,2020,economics,male,USA
997,David Julius,1955-11-04,2021,medicine,male,USA
998,Ardem Patapoutian,1967-00-00,2021,medicine,male,Lebanon
999,Syukuro Manabe,1931-09-21,2021,physics,male,Japan
1000,Klaus Hasselmann,1931-10-25,2021,physics,male,Württemberg
1001,Giorgio Parisi,1948-08-04,2021,physics,male,Tuscany
1002,Benjamin List,1968-01-11,2021,chemistry,male,Württemberg
1003,David MacMillan,1968-03-16,2021,chemistry,male,United Kingdom
1004,Abdulrazak Gurnah,1948-00-00,2021,literature,male,Austrian Empire
1005,Maria Ressa,1963-10-02,2021,peace,female,Philippines
1006,Dmitry Muratov,1961-00-00,2021,peace,male,USSR
1007,David Card,1956-00-00,2021,economics,male,Canada
1008,Joshua Angrist,1960-09-18,2021,economics,male,USA
1009,Guido Imbens,1963-09-03,2021,economics,male,the Netherlands
1011,Svante Pääbo,1955-04-20,2022,medicine,male,Sweden
1012,Alain Aspect,1947-06-15,2022,physics,male,France
1014,Anton Zeilinger,1945-05-20,2022,physics,male,Austria
1015,Carolyn Bertozzi,1966-10-10,2022,chemistry,female,USA
1016,Morten Meldal,1954-00-00,2022,chemistry,male,Faroe Islands (Denmark)
1017,Annie Ernaux,1940-09-01,2022,literature,female,France
1018,Ales Bialiatski ,1962-09-25,2022,peace,male,USSR
1019,Memorial ,1987-00-00,2022,peace,org,Austrian Empire
1020,Center for Civil Liberties ,2007-00-00,2022,peace,org,Austrian Empire
1021,Ben Bernanke,1953-12-13,2022,economics,male,USA
1022,Douglas Diamond,1953-10-25,2022,economics,male,USA
1023,Philip Dybvig,1955-05-22,2022,economics,male,USA
